HC2000,ID_apogee,theta_orionis,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,year,month,day,itime,sci_frames,tel_frames,teff,teff_e,teff_nirspec,teff_e_nirspec,vsini,vsini_e,rv_nirspec,rv_helio,rv_e_nirspec,airmass,airmass_e,pwv,pwv_e,veiling,veiling_e,veiling_param_O32,veiling_param_O33,veiling_param_O35,lsf,lsf_e,noise,noise_e,model_dip_O32,model_std_O32,model_dip_O33,model_std_O33,model_dip_O35,model_std_O35,wave_offset_O32,wave_offset_O32_e,wave_offset_O33,wave_offset_O33_e,wave_offset_O35,wave_offset_O35_e,snr_O32,snr_O33,snr_O35,Kmag,Kmag_e,Hmag,Hmag_e,mass_literature,mass_e_literature,teff_chris,teff_e_chris,vr_chris,vr_e_chris,vsini_chris,vsini_e_chris,veiling_param_O33_chris,rv_apogee,rv_e_apogee,teff_apogee,teff_e_apogee,vsini_apogee,vsini_e_apogee,veiling_apogee,Hmag_apogee,Hmag_e_apogee,ID_2MASS,ID_gaia_dr2,teff_kounkel,teff_e_kounkel,logg_kounkel,logg_e_kounkel,rv_mean_kounkel,rv_mean_e_kounkel,ID_kim,pmRA_kim,pmRA_e_kim,pmDE_kim,pmDE_e_kim,ID_gaia,plx,plx_e,plx_over_e,pmRA_gaia,pmRA_e_gaia,pmDE_gaia,pmDE_e_gaia,Gmag,Gmag_e,bp_rp,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_excess_noise,ruwe,ID_hillenbrand,m_ID,Parenago,Mem,Imag,l_V-I,V-I,logT,AV,log_L_,mass_Hillenbrand,log_age_,recno,ID_2MASS_tobin,rv_tobin,rv_e_tobin,Vmag_tobin,V-I_tobin,mass_BHAC15,mass_e_BHAC15,logL_BHAC15,logL_e_BHAC15,logg_BHAC15,logg_e_BHAC15,Mk_BHAC15,Mk_e_BHAC15,mk_BHAC15,mk_e_BHAC15,mass_MIST,mass_e_MIST,logg_MIST,logg_e_MIST,logL_MIST,logL_e_MIST,mass_Feiden,mass_e_Feiden,logg_Feiden,logg_e_Feiden,logL_Feiden,logL_e_Feiden,mass_Palla,mass_e_Palla,logL_Palla,logL_e_Palla,mass_DAntona,mass_e_DAntona,logL_DAntona,logL_e_DAntona
,2M05350627-0522027,,83.776125,-5.36741667,,,,,,,,,4450.92,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.14,0.023,,,,,,,,,,,,27.96,0.23,4450.92,6.15,27.39,0.27,0.24,9.88,0.038,b'2M05350627-0522027',3.017364303848915e+18,4475.98,18.7047,4.26006,0.0656276,27.3519,0.433095,129.0,-0.32,0.24,0.11,0.34,3017364303848915072,2.534063746440563,0.10342994,24.50029,0.703683582826205,0.09064968,-0.5632379685775443,0.072575524,16.447296,0.0062016557663932825,1.0753107,427.0,-7.2751412,0.6742318,0.75934803,286.0,,0.0,99.0,14.91,,2.78,3.643,3.77,-0.08,0.82,6.31,375.0,,,,,,1.1248947368421054,0.028577833031946387,0.15493684210526323,0.15553555936073027,3.88,0.15785778330319467,2.115105263157895,0.38516918623613783,10.064853269786434,0.38529051974374556,1.0404941621458188,0.054423326280511275,3.895810765129525,0.16318371268021536,0.10801699521125863,0.14655363910844252,0.9826264240608935,0.05744298712101764,3.8890782047882584,0.17317587367225817,0.08844242342227311,0.15380511637943714,1.3014324517512512,0.06788383759798144,1.8123818918274965,0.6802861010530724,0.8528113558923155,0.07221157376752058,-0.040772984784454055,0.12671225399884256
,2M05350651-0524414,,83.777125,-5.4115,,,,,,,,,4269.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.455,0.018,,,,,,,,,,,,25.72,0.22,4269.0,7.0,21.56,0.07,0.24,10.665,0.032,b'2M05350651-0524414',3.0173636123470694e+18,4319.95,30.7597,4.72332,0.102912,25.3413,0.612785,,,,,,3017363612347069440,2.453772986583912,0.048385505,50.712975,3.540433171347268,0.040288128,0.9990244352766016,0.030503683,14.061331,0.003112379283898207,1.5521564,380.0,1.36537,0.25605166,1.0494301,291.0,,1754.0,99.0,12.86,,2.07,3.562,0.24,-0.06,0.27,5.18,382.0,,,,,,0.910989010989011,0.03673469387755102,0.007692307692307694,0.1520408163265306,3.87,0.16224489795918373,2.3657142857142857,0.3751020408163266,10.315462292342826,0.37522662965622533,0.8856635571031118,0.0615144807999915,3.878176363807307,0.16450570086655736,-0.016991936538882698,0.14067721649059717,0.8339009712782856,0.06249575834205917,3.868692160535375,0.17582099912719906,-0.03496231762544585,0.14922365620965267,1.0324324324324323,0.03172250859106529,1.3167567567567569,0.5423120704467354,0.7328802446839178,0.06903905543567201,-0.16381813818820795,0.12306461596555981
,2M05350727-0522266,,83.78029167,-5.37405556,,,,,,,,,3163.11,37.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.076,0.027,,,,,,,,,,,,25.99,0.27,3163.11,37.48,13.13,0.47,0.39,11.52,0.043,b'2M05350727-0522266',3.0173643038489165e+18,3186.84,34.5825,3.19453,0.134987,26.475,0.727366,131.0,0.24,0.09,-0.66,0.78,3017364303848916480,2.365092881400832,0.07414332,31.898935,1.5419534065732945,0.0653706,-1.1774861971197794,0.05208358,15.819197,0.005629238591486124,0.5345402,413.0,-11.413753,0.4729863,0.6272436,300.0,,0.0,99.0,14.3,,2.78,3.526,0.6,-0.49,0.23,5.85,391.0,b'0535073-052226',27.1,0.9,17.08,2.78,0.18464868421052638,0.01866117788461541,-0.9907026315789472,0.25064198717948716,3.644414473684211,0.23171496394230795,4.406522368421053,0.6406496794871792,12.356270375049592,0.640722634535118,0.1727682575181697,0.01882887317956805,3.67035847576675,0.214451276203522,-1.0443766194382855,0.2714336608255964,0.1749134480819646,0.027654166884216264,3.401405020903453,0.2155724389759932,-0.7673691947088561,0.27133154900088496,0.13163318922514142,0.014956204379562056,0.07152813102760229,0.05543500255474454,,,,
,2M05350739-0525481,,83.78079167,-5.43002778,,,,,,,,,2814.95,17.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.817,0.018,,,,,,,,,,,,25.8,0.3,2814.95,17.31,9.62,0.98,0.41,12.308,0.03,b'2M05350739-0525481',3.0173635135750897e+18,2932.64,61.4811,4.50594,0.313791,1.2552,0.0,585.0,-0.16,0.06,0.27,0.05,3017363513575089664,1.9896981064797568,0.18731426,10.622246,2.0875861315991875,0.18338227,-1.9517580285100635,0.13049425,16.818213,0.005798397450873264,0.77640057,397.0,3.3070915,1.2484425,1.1196772,303.0,,0.0,99.0,15.08,,,,,,,,394.0,,,,,,0.04687777777777774,0.004581436170212751,-1.7762000000000007,0.12127085106382973,3.6387333333333336,0.06980968085106376,6.294255555555558,0.302546755319149,14.244003562184098,0.3027012086740685,,,,,,,,,,,,,,,,,,,,
,2M05350773-0521014,,83.78220833,-5.35038889,,,,,,,,,4326.53,15.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.624,0.026,,,,,,,,,,,,28.7,0.3,4326.53,15.17,24.86,0.97,1.14,12.143,0.04,b'2M05350773-0521014',0.0,4253.81,122.138,4.59321,0.314254,2.70831,0.0,629.0,-0.56,0.16,-1.3,0.13,3017365162841655168,,,,,,,,20.207525,0.019909193056618264,0.96302414,217.0,5.51634,7.8125496,,,,,,,,,,,,,,,,,,,,0.9742087912087909,0.044152709359606024,0.051946153846153656,0.15840701384001882,3.87,0.1637724137931036,2.2835285714285716,0.3880184377199156,10.233276578057112,0.3881388805430358,0.9305538628189389,0.0677242938479718,3.8840411729032613,0.1649957009986467,0.022018684068568745,0.14814461767427362,0.8766610678817306,0.06868293892475064,3.875386419336273,0.1763882049379173,0.0033295083313198796,0.15661051525854885,1.1101756756756753,0.04683653846153846,1.4528074324324318,0.6207152884615385,0.7692327328753414,0.07657821801531106,-0.12492097582338466,0.13025302201409475
,2M05350822-0524032,,83.78425,-5.40088889,,,,,,,,,3168.52,7.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.886,0.018,,,,,,,,,,,,26.43,0.26,3168.52,7.79,6.48,1.3,0.76,12.302,0.03,b'2M05350822-0524032',3.017363616654283e+18,3313.9,138.133,4.32496,1.88267,25.2839,0.901362,679.0,1.14,0.13,1.47,0.22,3017363616654282752,2.686011830911373,0.4047274,6.636595,1.6601743878226094,0.34239417,1.3921097444622528,0.24359629,17.843676,0.007212133097830915,0.5902405,395.0,-4.376339,2.3759053,0.8464673,314.0,,0.0,0.0,15.85,,,,,,,,409.0,,,,,,0.1867842105263158,0.00737492236024842,-0.9864315789473684,0.21974221014492745,3.6479736842105264,0.2262600414078677,4.397268421052631,0.5740824792960662,12.34701642768117,0.5741638926415655,0.1752717569417298,0.005246299995285877,3.6720171135174313,0.21054649757299915,-1.036812645025296,0.225673828890249,0.1774628271185916,0.014162651863654924,3.4040119011842513,0.20291062273887084,-0.7604746922828877,0.23650104448488046,0.1336122381110742,0.00412043795620437,0.07264179580977718,0.047837298175182466,,,,
,2M05350829-0524348,,83.78454167,-5.40966667,,,,,,,,,3064.95,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.68,0.035,,,,,,,,,,,,25.05,0.29,3064.95,8.25,7.43,0.69,0.51,12.088,0.055,b'2M05350829-0524348',3.017363616654297e+18,3128.39,63.1543,3.41742,0.6393,1.14541,0.0,17.0,-0.57,0.46,0.12,0.01,3017363616654297088,2.3668799246350414,0.10039754,23.575079,0.6093329808904772,0.08724449,0.1100811795448882,0.06618031,16.464825,0.008365372041610777,0.7816601,413.0,-10.044218,0.46666405,0.6687793,317.0,,0.0,99.0,14.83,,,,,,,,412.0,b'0535083-052434',0.0,0.0,14.83,0.0,0.14473809523809514,0.008027777777777786,-1.1131547619047621,0.22643055555555558,3.612107142857143,0.20052525252525233,4.711571428571429,0.5800265151515154,12.661319435199967,0.5801070943001887,0.13212996039402253,0.006646893934931966,3.634798318458076,0.19548123217373092,-1.1835590417347372,0.22140904190981936,0.12670849334311116,0.009232836488224358,3.391548445967929,0.10714107690023167,-0.9529046216458787,0.13578638561673667,,,,,,,,
,2M05350853-0524411,,83.78554167,-5.41141667,,,,,,,,,3048.41,28.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.932,0.036,,,,,,,,,,,,31.54,1.53,3048.41,28.89,10.95,0.62,0.52,11.746,0.054,b'2M05350853-0524411',3.017363616641707e+18,3116.77,47.1431,4.87303,0.1752,32.3946,0.825532,171.0,-1.82,0.73,-0.07,0.18,3017363616641707136,2.3953170713534075,0.103176914,23.21563,-0.738097421680746,0.089919195,-0.4007545987201369,0.06870754,16.636408,0.005539019363634248,0.6827822,405.0,-14.441887,0.4018599,0.5345036,322.0,,0.0,99.0,15.0,,,3.5,0.0,-0.8,0.15,5.9,416.0,,,,,,0.13686190476190468,0.019282222222222166,-1.1328452380952383,0.2659944444444442,3.600292857142857,0.20197474747474709,4.758828571428571,0.6797151515151514,12.70857657805711,0.6797839140328802,0.1260927801260822,0.014171141396039609,3.627880895578166,0.19701797798891385,-1.2073399073340985,0.25556291626110544,0.11846652119453342,0.01750920236855194,3.3988690399011325,0.11208409187849266,-0.9981322718993222,0.16967023847692403,,,,,,,,
,2M05350853-0525179,,83.78554167,-5.42163889,,,,,,,,,4016.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.699,0.018,,,,,,,,,,,,23.35,0.19,4016.0,8.0,5.69,0.5,0.51,11.164,0.03,b'2M05350853-0525179',3.017363513575096e+18,4023.63,23.1966,4.24463,0.0976488,23.0065,0.331824,,,,,,3017363513575095680,2.52725156881174,0.06582504,38.39347,0.4174012383697888,0.059894506,-1.064751822740896,0.04535546,15.67994,0.014486314417987646,0.8337517,395.0,-3.912456,0.32052052,0.8622481,323.0,,0.0,99.0,13.92,,3.05,3.544,2.1,-0.02,0.22,4.67,417.0,,,,,,0.6866141732283464,0.039111022257763584,-0.19472440944881889,0.14675529788084765,3.8386614173228346,0.16391110222577643,2.716771653543307,0.36632546981207526,10.666519660171847,0.3664530425738537,0.6983866077862864,0.05492725877461552,3.846308135898877,0.16519235479800187,-0.19429113304758489,0.138599913876366,0.6564253381860579,0.055643427717241345,3.833962144261617,0.1840621129583413,-0.2102940189239956,0.1536360786281805,0.7425925925925927,0.00962186279452154,0.8425555555555555,0.31026074806932147,0.5946226012430001,0.0679754767698364,-0.3329585501603598,0.11568859088319505
,2M05350859-0526194,,83.78579167,-5.43872222,,,,,,,,,2977.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.764,0.024,,,,,,,,,,,,26.43,0.43,2977.0,11.0,14.62,0.66,0.29,12.317,0.033,b'2M05350859-0526194',3.017360558637611e+18,3094.63,52.1828,4.46174,0.220328,1.19829,0.0,,,,,,3017360558637610880,2.2860159493468943,0.2156713,10.599537,3.101782418847104,0.19806886,2.1218370433859994,0.14412157,17.626936,0.012916737603387048,0.71141815,391.0,-11.289009,1.1166673,0.6214124,324.0,,0.0,99.0,15.99,,,3.5,0.0,-1.19,0.13,6.32,418.0,b'0535086-052619',0.0,0.0,15.99,0.0,0.10208333333333333,0.014598997493734334,-1.2495833333333333,0.20100250626566418,3.5420833333333333,0.1558270676691731,5.017083333333333,0.5079072681704262,12.966831339961871,0.5079992870457026,0.1000277835762865,0.003561791627165453,3.598015528718772,0.1635469045021285,-1.3100117097797082,0.17266087211609937,,,,,,,,,,,,,,
,2M05350873-0522566,,83.786375,-5.38238889,,,,,,,,,4198.1,10.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.567,0.035,,,,,,,,,,,,26.21,0.26,4198.1,10.63,71.75,0.89,0.32,11.191,0.042,b'2M05350873-0522566',3.0173642308224655e+18,4135.44,69.2873,4.10899,0.17354,3.26717,0.0,50.0,1.05,0.42,-1.26,0.26,3017364235129441280,2.48296078108067,0.18871312,13.1573305,3.335836014532132,0.15883541,-2.334307019757196,0.1235946,17.464642,0.008040269708872906,0.64359856,388.0,2.5008016,0.785399,1.0909283,3072.0,,0.0,0.0,15.52,,,,,,,,420.0,,,,,,0.8425471698113212,0.041598449248120395,-0.05170754716981101,0.15273214285714298,3.864254716981132,0.15935852913533832,2.4604339622641502,0.3747812500000003,10.41018196889269,0.3749059454452005,0.8294483107368903,0.06386061933804293,3.8698951333060165,0.1650912058921552,-0.06634894112064116,0.14164249610410867,0.7841527571449572,0.06512982211087359,3.861166527816222,0.17769058078265632,-0.08323921087039061,0.15082917915813743,0.9438323353293417,0.02581889615287919,1.1698508982035936,0.4755822045511698,0.6900602940033146,0.07098183285515602,-0.2115240295558236,0.12352493716323576
,2M05350976-0521282,,83.79066667,-5.35783333,,,,,,,,,4372.17,6.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.46,0.029,,,,,,,,,,,,27.32,0.4,4372.17,6.81,27.2,0.14,0.16,10.08,0.04,b'2M05350976-0521282',3.017364406917803e+18,4375.89,26.7816,4.24005,0.0823007,26.8462,0.533975,58.0,-1.15,0.21,-2.57,0.29,3017364406927024256,2.737027782493489,0.104780644,26.121502,-0.7956783115841721,0.09343626,-2.0121813597923253,0.07296678,16.5854,0.0074632650221099234,0.7660589,403.0,-4.668882,0.5719583,0.8381794,336.0,,0.0,99.0,14.89,,,,,,,,436.0,b'0535097-052128',0.0,0.0,14.89,0.0,1.0270365853658538,0.0336017430845022,0.08892560975609763,0.15227721518987378,3.8727036585365853,0.16066896551724152,2.220259756097561,0.37818951175406934,10.170007762726101,0.37831308380675693,0.9693305072975902,0.05946183169519742,3.888610684859029,0.16394103866183007,0.05341178935463185,0.14380937938077515,0.9135407361800778,0.0612293264442787,3.880582359972639,0.17483020101854652,0.03425054039953403,0.15206321639996287,1.1718513513513513,0.03811004273504326,1.5607398648648652,0.6412054594017106,0.7980720786263686,0.07259411646217462,-0.09406287586978557,0.12525121205649242
,2M05350992-0521433,,83.79133333,-5.36202778,,,,,,,,,4131.49,32.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.029,0.046,,,,,,,,,,,,28.57,0.71,4131.49,32.85,14.92,1.73,1.03,12.185,0.049,b'2M05350992-0521433',0.0,4224.36,109.548,4.91868,0.335546,1.4579,0.0,359.0,-1.17,0.06,-0.23,0.48,3017364406927044224,,,,,,,,20.605906,0.06385398701794955,0.67187405,44.0,5.9024825,20.383997,,,,,,,,,,,,,,,,,,,,0.7820749999999999,0.06074201127819584,-0.10613250000000016,0.16783567730802446,3.8564149999999997,0.16516893796992482,2.5504725,0.40168459879206253,10.500220506628539,0.4018009451025933,0.780322293434827,0.07795191159858,3.861747269701752,0.16811529543374948,-0.11252871834475144,0.15634152738784612,0.7354697526461482,0.07881759837218649,3.8519294768935133,0.1830973297536458,-0.12962771857635622,0.167555916262208,0.8640598802395207,0.044540482775962176,1.0418161077844306,0.4630030563238629,0.6549644756545074,0.08144999701383543,-0.2557447606753206,0.1367744241366357
,2M05351014-0522326,,83.79225,-5.37572222,,,,,,,,,4021.55,10.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.876,0.052,,,,,,,,,,,,28.82,0.27,4021.55,10.76,24.02,1.33,0.64,11.311,0.052,b'2M05351014-0522326',3.0173642308224707e+18,4036.58,55.9656,4.46302,0.257777,1.56944,0.0,46.0,-1.02,0.2,0.73,0.26,3017364235132386176,2.445231976343114,0.071412764,34.24082,0.556463778200337,0.06193783,0.7100248180180557,0.05022675,15.732609,0.00810743525793293,0.8021984,395.0,0.5426985,0.3947619,1.0186573,340.0,,0.0,99.0,14.0,,,,,,,,445.0,b'0535101-052232',23.0,2.3,14.0,0.0,0.690984251968504,0.04138261362121837,-0.18991732283464552,0.14932770891643363,3.83909842519685,0.16413826136212184,2.7080314960629916,0.370799910035986,10.65777950269153,0.3709259439042951,0.7022823736106738,0.05719042679483177,3.8470938546101454,0.16559248464343201,-0.19027448962658594,0.1405729650088089,0.659991507307596,0.0577089908210619,3.834894180392377,0.1843489836298271,-0.2064363868001542,0.15528382279385683,0.7477314814814817,0.01188873713741695,0.8511888888888891,0.3171756530004576,0.5972943690142443,0.0693647215726339,-0.3290043338589185,0.1177698639567959
,2M05351021-0523215,,83.79254167,-5.38930556,,,,,,,,,4329.25,7.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.96,0.019,,,,,,,,,,,,25.51,0.34,4329.25,7.55,15.92,0.45,0.98,9.755,0.036,b'2M05351021-0523215',3.0173639946110203e+18,4352.6,24.5058,4.42658,0.086514,25.0849,0.379281,169.0,1.31,0.63,-0.86,0.43,3017363994614283520,2.257556019379288,0.120052285,18.804773,2.21612830586356,0.10206998,-1.5961759766161865,0.082394734,16.507862,0.007093579335617127,0.8046446,423.0,-0.857316,0.6692102,0.96966964,341.0,,0.0,99.0,14.37,,,3.633,0.0,-0.78,0.76,7.54,449.0,,,,,,0.9771978021978022,0.035517872931666195,0.05403846153846155,0.15221534130893752,3.87,0.1631781609195404,2.279642857142857,0.3777809641097821,10.229390863771396,0.3779046697545737,0.9327893406795963,0.06125050653666991,3.8843191162485926,0.16427747627278433,0.02387701239906754,0.14288380968561595,0.8787659925032676,0.06258380161039445,3.875698716477747,0.17550550364189843,0.005162318822407716,0.15144754430914734,1.1138513513513513,0.03680555555555576,1.459239864864865,0.6024847222222228,0.770951466890302,0.07173765197574983,-0.12308193042737683,0.12491204004799036
,2M05351029-0519563,,83.792875,-5.33230556,,,,,,,,,3449.75,9.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.42,0.018,,,,,,,,,,,,26.54,0.32,3449.75,9.32,24.33,0.54,0.54,11.882,0.029,b'2M05351029-0519563',3.0173667433900145e+18,3398.07,68.5935,3.68854,0.185217,1.2712,0.0,550.0,-1.68,0.11,1.67,0.1,3017366743390014720,2.466271967626525,0.10194129,24.193062,-0.0599391230595348,0.093349345,1.7250179322889136,0.0766475,16.98706,0.006083162234987273,0.8031492,399.0,-8.797076,0.4587841,0.7024967,3047.0,,0.0,0.0,15.33,,3.31,3.5,0.47,-0.81,0.15,5.95,451.0,b'0535102-051956',0.0,0.0,18.64,3.31,0.3122191011235955,0.012452110832333468,-0.6992275280898876,0.18364635649612757,3.734887640449438,0.18783053616232137,3.7335674157303367,0.488684392385732,11.683315422358875,0.48878003021810235,0.3303867930475918,0.012135466851089988,3.7356023386853163,0.18771566840074438,-0.6726457671601396,0.18353133278441558,0.33071322512472273,0.023934870669286068,3.675655960023209,0.2855728445999559,-0.6139297354672223,0.2599920435288897,0.27383419689119176,0.008752147441624114,0.18014248704663216,0.09665966087610567,,,,
,2M05351031-0521130,,83.79295833,-5.35361111,,,,,,,,,4165.05,7.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.932,0.026,,,,,,,,,,,,27.14,0.15,4165.05,7.13,8.73,1.04,0.69,10.548,0.036,b'2M05351031-0521130',3.017364406927358e+18,4161.03,31.1347,4.37232,0.105578,26.917,0.384137,519.0,1.14,0.07,-0.36,0.12,3017364406930491136,2.529398437425012,0.06130849,41.256905,2.2812472187810324,0.054201167,0.0639146923945499,0.04324679,15.599097,0.005361880688868615,0.932065,429.0,-1.5546792,0.37547427,0.9462543,343.0,,0.0,99.0,13.94,,2.21,3.602,1.6,-0.19,0.5,5.98,452.0,b'0535103-052113',24.2,2.8,16.15,2.21,0.8113679245283021,0.0382420112781956,-0.07976886792452814,0.14863345864661665,3.86113679245283,0.1603189379699248,2.504084905660377,0.36826052631578965,10.453832912288917,0.3683874289670853,0.8046581211574321,0.06038234786209562,3.865979824994866,0.1647894355240842,-0.08918337457532279,0.13861264571892606,0.7600171265373521,0.06174258054844456,3.8568835940325616,0.17782382865023183,-0.10623388814333144,0.1487172803244531,0.9042514970059883,0.018764269549912116,1.1063236526946112,0.4335424981141569,0.6726467405364467,0.06806597398169845,-0.23346510692407718,0.12014751060191536
,2M05351041-0519523,,83.793375,-5.33119444,,,,,,,,,3445.06,43.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.129,0.056,,,,,,,,,,,,27.39,0.55,3445.06,43.97,19.36,0.24,0.54,11.728,0.068,b'2M05351041-0519523',3.017366743390012e+18,3389.42,42.1501,3.64956,0.124266,27.444,0.762496,552.0,0.82,0.12,-1.53,0.17,3017366743390012032,2.499157692335893,0.1391047,17.96602,2.125009987282364,0.12471478,-1.327625163683278,0.1004817,17.343906,0.005428048542381154,0.7501707,401.0,-5.7378488,0.68015987,0.8021842,344.0,,0.0,0.0,15.71,,,,,,,,453.0,,,,,,0.3095842696629213,0.03054572254978294,-0.7037067415730337,0.21537981702763237,3.7338337078651684,0.19949242963622194,3.743579775280899,0.5592818707991036,11.693327781909439,0.559365438316618,0.32757993042278727,0.03209046109500985,3.733901474002374,0.19467272297640226,-0.6770467823346775,0.2156636368225535,0.3280773769533373,0.0409279494070077,3.6730890919984684,0.3014483856614514,-0.6171954722761237,0.27886574968643185,0.2703626943005182,0.034747392146891765,0.17684455958549222,0.12880222347512077,,,,
,2M05351047-0526003,,83.793625,-5.43341667,,,,,,,,,2722.45,220.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.739,0.039,,,,,,,,,,,,27.74,2.66,2722.45,220.03,19.91,1.37,0.04,12.243,0.07,b'2M05351047-0526003',3.01736055433036e+18,2849.0,60.9905,3.40556,0.336144,1.50791,0.0,595.0,-0.59,0.35,-0.2,0.52,3017360554330360064,2.567069328527584,0.1400767,18.32617,1.0123946875142311,0.12853126,-0.8289381571156329,0.09331377,17.197325,0.007808386213882726,0.70582867,396.0,-7.248158,0.5707556,0.7512695,3104.0,,0.0,0.0,15.73,,,,,,,,456.0,b'0535105-052600',0.0,0.0,15.73,0.0,0.03200649350649348,0.04423010592519035,-2.0918441558441563,0.7456332449829614,3.7279610389610394,0.22858413479742534,7.045629870129871,1.7759194244604322,14.995377876758411,1.7759457437530206,,,,,,,,,,,,,,,,,,,,
,2M05351050-0522455,,83.79375,-5.37930556,,,,,,,,,4125.77,7.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.425,0.058,,,,,,,,,,,,24.86,0.29,4125.77,7.78,44.03,0.13,0.36,9.813,0.064,b'2M05351050-0522455',3.0173642351294346e+18,4103.85,32.1066,4.32172,0.0999854,1.09715,0.0,,,,,,3017364235129434624,2.293796625049584,0.10138314,22.625029,2.263259849800874,0.08148588,-2.396463210521208,0.06606853,13.7022505,0.0044715732878024585,1.1798725,405.0,21.682491,0.7425095,1.8576287,345.0,,1783.0,81.0,12.38,,2.38,3.571,1.29,0.37,0.23,4.06,457.0,,,,,,0.7773083333333337,0.03850963345864644,-0.11042249999999966,0.14775140207075044,3.855461666666667,0.16209701597744375,2.558575833333333,0.36794646246764406,10.508323839961871,0.3680734734004209,0.776206859545634,0.05970651469827554,3.8610159292061743,0.1648750655272595,-0.11651385808348261,0.13865525568463474,0.7313469382859069,0.060975807990003295,3.8510768170415997,0.17996523353079508,-0.13363756782312688,0.15036029347493685,0.8572095808383239,0.015791865727935395,1.0308213772455097,0.39543238433492567,0.6519506927246899,0.06696864578969142,-0.2595421271668908,0.11947035253851088
,2M05351050-0526183,,83.79375,-5.43841667,,,,,,,,,4504.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.258,0.027,,,,,,,,,,,,22.61,0.26,4504.0,8.0,23.52,0.23,0.5,8.827,0.033,b'2M05351050-0526183',3.0173605543303603e+18,4579.45,28.0094,4.3935,0.0729786,22.5362,0.433671,,,,,,3017360554330360320,2.5644485545251885,0.022219207,115.41584,1.5798670370561578,0.020848144,-0.5970933062479512,0.01641768,12.212343,0.008049101165048951,1.5805445,399.0,3.473785,0.13505295,1.125548,348.0,,1785.0,99.0,11.16,,1.53,3.719,1.7,0.92,2.26,5.98,458.0,b'0535105-052618',23.7,0.5,12.69,1.53,1.194736842105263,0.026819607195906814,0.1968421052631579,0.15676369863013695,3.88,0.15999999999999992,2.0452631578947367,0.3892490215264187,9.995011164523277,0.3893690836954975,1.0923496831738104,0.051599562262796494,3.900007981768497,0.16263595592866675,0.14551727056057467,0.15030085629375192,1.0333140203395064,0.05578178021624519,3.8941964118865577,0.17211997607295748,0.1257200248891889,0.15685644086577175,1.3943888491779846,0.0899529357062574,1.9978520371694075,0.6859093971157334,0.8898426070439738,0.07240512744630118,-0.004852671167345501,0.13143771295477696
,2M05351053-0522166,,83.793875,-5.37127778,,,,,,,,,3728.33,8.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.784,0.07,,,,,,,,,,,,27.55,0.28,3728.33,8.85,23.61,0.36,0.66,11.58,0.057,b'2M05351053-0522166',0.0,3747.54,108.207,4.21882,0.305736,1.96453,0.0,262.0,-0.91,0.25,0.89,0.1,3017364235118751232,3.308878805404553,0.59760094,5.536937,0.4125888755890903,0.5115236,-0.3611106313234902,0.36973977,18.657738,0.009444036661825885,0.55334663,278.0,-12.614451,1.4902618,0.5103484,,,,,,,,,,,,,,,,,,,0.47791719745222927,0.026814998262078504,-0.44091592356687903,0.15840374720357933,3.793375159235669,0.17050045185957607,3.1662484076433124,0.4068255592841161,11.115996414271851,0.40694043577092565,0.5004449398976146,0.030213441012950926,3.7973381478772787,0.17055106106977624,-0.4191543023284656,0.15371161861895852,0.4775016204570737,0.04153774636120808,3.773759311398686,0.20848502083856557,-0.41743242908461625,0.17720364546399583,0.48943755169561626,0.012008038526587161,0.4354978908188586,0.18573534259342483,0.45170589159868046,0.03884776644805779,-0.5444752804339529,0.1309667080820768
